end_date_year_month,start_date_year_month,start_date_year_quarter,end_date_year_quarter,start_date_quarter,start_date_year,id,start_date,start_date_month,end_date,end_date_month,end_date_quarter,end_date_year,service_division_owner,service_result,ward_id,estimated_cost,Ward Name,Latitude,Longitude
2022 Nov,2022 Oct,2022 Q4,2022 Q4,Q4,2022,8532,2022-10-13,October,2022-11-26,November,Q4,2022,Transportation Services,PASS,22,132000,Scarborough–Agincourt,43.8,-79.27
2023 Mar,2022 Oct,2022 Q4,2023 Q1,Q4,2022,17514,2022-10-13,October,2023-03-10,March,Q1,2023,"Parks, Forestry & Recreation",PASS,4,228000,Parkdale–High Park,43.65,-79.46
2022 Dec,2022 Oct,2022 Q4,2022 Q4,Q4,2022,18299,2022-10-13,October,2022-12-03,December,Q4,2022,Toronto Water,PASS,9,213000,Davenport,43.67,-79.44
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,10786,2022-10-14,October,2023-01-25,January,Q1,2023,Toronto Water,FAIL,21,372000,Scarborough Centre,43.76,-79.25
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,11785,2022-10-14,October,2023-01-10,January,Q1,2023,"Parks, Forestry & Recreation",PASS,18,549000,Willowdale,43.77,-79.41
2023 Feb,2022 Oct,2022 Q4,2023 Q1,Q4,2022,13304,2022-10-14,October,2023-02-08,February,Q1,2023,Solid Waste Management,PASS,7,120000,Humber River–Black Creek,43.74,-79.52
2022 Dec,2022 Oct,2022 Q4,2022 Q4,Q4,2022,14398,2022-10-14,October,2022-12-20,December,Q4,2022,Toronto Water,FAIL,20,171000,Scarborough Southwest,43.71,-79.26
2022 Dec,2022 Oct,2022 Q4,2022 Q4,Q4,2022,16636,2022-10-14,October,2022-12-19,December,Q4,2022,"Parks, Forestry & Recreation",FAIL,10,414000,Spadina–Fort York,43.64,-79.39
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,7440,2022-10-16,October,2023-01-04,January,Q1,2023,Transportation Services,PASS,13,174000,Toronto Centre,43.66,-79.37
2023 Feb,2022 Oct,2022 Q4,2023 Q1,Q4,2022,18042,2022-10-16,October,2023-02-22,February,Q1,2023,"Parks, Forestry & Recreation",PASS,4,420000,Parkdale–High Park,43.65,-79.46
2022 Dec,2022 Oct,2022 Q4,2022 Q4,Q4,2022,19180,2022-10-16,October,2022-12-21,December,Q4,2022,"Parks, Forestry & Recreation",PASS,4,144000,Parkdale–High Park,43.65,-79.46
2022 Dec,2022 Oct,2022 Q4,2022 Q4,Q4,2022,1419,2022-10-17,October,2022-12-20,December,Q4,2022,"Parks, Forestry & Recreation",FAIL,14,54000,Toronto–Danforth,43.68,-79.34
2022 Dec,2022 Oct,2022 Q4,2022 Q4,Q4,2022,8502,2022-10-17,October,2022-12-24,December,Q4,2022,Solid Waste Management,FAIL,9,30000,Davenport,43.67,-79.44
2023 Feb,2022 Oct,2022 Q4,2023 Q1,Q4,2022,12743,2022-10-17,October,2023-02-08,February,Q1,2023,Toronto Water,PASS,19,249000,Beaches–East York,43.68,-79.3
2022 Dec,2022 Oct,2022 Q4,2022 Q4,Q4,2022,10201,2022-10-18,October,2022-12-12,December,Q4,2022,Municipal Licensing & Standards,PASS,8,84000,Eglinton–Lawrence,43.72,-79.43
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,11803,2022-10-18,October,2023-01-06,January,Q1,2023,Toronto Water,FAIL,9,492000,Davenport,43.67,-79.44
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,19072,2022-10-19,October,2023-01-04,January,Q1,2023,"Parks, Forestry & Recreation",PASS,4,480000,Parkdale–High Park,43.65,-79.46
2022 Dec,2022 Oct,2022 Q4,2022 Q4,Q4,2022,11126,2022-10-20,October,2022-12-02,December,Q4,2022,Toronto Water,PASS,22,492000,Scarborough–Agincourt,43.8,-79.27
2022 Dec,2022 Oct,2022 Q4,2022 Q4,Q4,2022,13277,2022-10-20,October,2022-12-06,December,Q4,2022,Municipal Licensing & Standards,PASS,12,192000,Toronto–St. Paul's,43.69,-79.41
2022 Dec,2022 Oct,2022 Q4,2022 Q4,Q4,2022,19793,2022-10-20,October,2022-12-23,December,Q4,2022,"Parks, Forestry & Recreation",FAIL,8,72000,Eglinton–Lawrence,43.72,-79.43
2022 Nov,2022 Oct,2022 Q4,2022 Q4,Q4,2022,14467,2022-10-21,October,2022-11-19,November,Q4,2022,Toronto Water,PASS,20,15000,Scarborough Southwest,43.71,-79.26
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,6802,2022-10-22,October,2023-01-15,January,Q1,2023,Transportation Services,PASS,15,582000,Don Valley West,43.72,-79.36
2022 Dec,2022 Oct,2022 Q4,2022 Q4,Q4,2022,16875,2022-10-22,October,2022-12-24,December,Q4,2022,"Parks, Forestry & Recreation",PASS,25,837000,Scarborough–Rouge Park,43.81,-79.13
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,17090,2022-10-22,October,2023-01-16,January,Q1,2023,Transportation Services,PASS,17,198000,Don Valley North,43.78,-79.35
2022 Dec,2022 Oct,2022 Q4,2022 Q4,Q4,2022,5701,2022-10-23,October,2022-12-25,December,Q4,2022,Transportation Services,PASS,10,477000,Spadina–Fort York,43.64,-79.39
2023 Feb,2022 Oct,2022 Q4,2023 Q1,Q4,2022,5732,2022-10-24,October,2023-02-02,February,Q1,2023,Toronto Water,PASS,6,189000,York Centre,43.75,-79.45
2022 Nov,2022 Oct,2022 Q4,2022 Q4,Q4,2022,9649,2022-10-24,October,2022-11-15,November,Q4,2022,Municipal Licensing & Standards,PASS,16,36000,Don Valley East,43.75,-79.34
2022 Dec,2022 Oct,2022 Q4,2022 Q4,Q4,2022,11155,2022-10-24,October,2022-12-16,December,Q4,2022,Transportation Services,FAIL,18,378000,Willowdale,43.77,-79.41
2022 Oct,2022 Oct,2022 Q4,2022 Q4,Q4,2022,4630,2022-10-25,October,2022-10-30,October,Q4,2022,Transportation Services,FAIL,10,93000,Spadina–Fort York,43.64,-79.39
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,1508,2022-10-26,October,2023-01-27,January,Q1,2023,"Parks, Forestry & Recreation",PASS,11,264000,University–Rosedale,43.67,-79.4
2022 Nov,2022 Oct,2022 Q4,2022 Q4,Q4,2022,3944,2022-10-26,October,2022-11-21,November,Q4,2022,Transportation Services,FAIL,10,528000,Spadina–Fort York,43.64,-79.39
2023 Feb,2022 Oct,2022 Q4,2023 Q1,Q4,2022,7974,2022-10-26,October,2023-02-02,February,Q1,2023,"Parks, Forestry & Recreation",PASS,3,354000,Etobicoke–Lakeshore,43.62,-79.51
2022 Dec,2022 Oct,2022 Q4,2022 Q4,Q4,2022,11566,2022-10-26,October,2022-12-20,December,Q4,2022,Toronto Water,PASS,19,240000,Beaches–East York,43.68,-79.3
2023 Mar,2022 Oct,2022 Q4,2023 Q1,Q4,2022,16806,2022-10-27,October,2023-03-25,March,Q1,2023,"Parks, Forestry & Recreation",PASS,4,249000,Parkdale–High Park,43.65,-79.46
2023 Feb,2022 Oct,2022 Q4,2023 Q1,Q4,2022,10053,2022-10-28,October,2023-02-18,February,Q1,2023,"Parks, Forestry & Recreation",PASS,17,567000,Don Valley North,43.78,-79.35
2023 Feb,2022 Oct,2022 Q4,2023 Q1,Q4,2022,15361,2022-10-28,October,2023-02-02,February,Q1,2023,Solid Waste Management,FAIL,14,141000,Toronto–Danforth,43.68,-79.34
2022 Nov,2022 Oct,2022 Q4,2022 Q4,Q4,2022,11713,2022-10-29,October,2022-11-28,November,Q4,2022,Toronto Water,PASS,6,540000,York Centre,43.75,-79.45
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,8772,2022-10-30,October,2023-01-11,January,Q1,2023,Transportation Services,PASS,16,249000,Don Valley East,43.75,-79.34
2022 Dec,2022 Oct,2022 Q4,2022 Q4,Q4,2022,5096,2022-10-31,October,2022-12-07,December,Q4,2022,Toronto Water,PASS,5,180000,York South–Weston,43.7,-79.49
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,6405,2022-10-31,October,2023-01-12,January,Q1,2023,Toronto Water,PASS,19,495000,Beaches–East York,43.68,-79.3
2023 Feb,2022 Oct,2022 Q4,2023 Q1,Q4,2022,10214,2022-10-31,October,2023-02-24,February,Q1,2023,Transportation Services,FAIL,22,9000,Scarborough–Agincourt,43.8,-79.27
2023 Feb,2022 Oct,2022 Q4,2023 Q1,Q4,2022,13392,2022-10-31,October,2023-02-19,February,Q1,2023,Solid Waste Management,FAIL,17,324000,Don Valley North,43.78,-79.35
2023 Jan,2022 Oct,2022 Q4,2023 Q1,Q4,2022,15068,2022-10-31,October,2023-01-16,January,Q1,2023,"Parks, Forestry & Recreation",FAIL,4,156000,Parkdale–High Park,43.65,-79.46
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,4203,2022-11-01,November,2023-01-19,January,Q1,2023,Transportation Services,FAIL,10,774000,Spadina–Fort York,43.64,-79.39
2022 Dec,2022 Nov,2022 Q4,2022 Q4,Q4,2022,3456,2022-11-02,November,2022-12-14,December,Q4,2022,Transportation Services,FAIL,14,87000,Toronto–Danforth,43.68,-79.34
2022 Dec,2022 Nov,2022 Q4,2022 Q4,Q4,2022,8587,2022-11-02,November,2022-12-30,December,Q4,2022,Transportation Services,PASS,1,39000,Etobicoke North,43.733,-79.565
2023 Mar,2022 Nov,2022 Q4,2023 Q1,Q4,2022,8805,2022-11-02,November,2023-03-03,March,Q1,2023,"Parks, Forestry & Recreation",FAIL,20,240000,Scarborough Southwest,43.71,-79.26
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,10535,2022-11-02,November,2023-02-07,February,Q1,2023,Toronto Water,FAIL,18,477000,Willowdale,43.77,-79.41
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,5262,2022-11-03,November,2023-02-06,February,Q1,2023,"Parks, Forestry & Recreation",FAIL,9,252000,Davenport,43.67,-79.44
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,7505,2022-11-04,November,2023-02-07,February,Q1,2023,Toronto Water,FAIL,18,168000,Willowdale,43.77,-79.41
2023 Mar,2022 Nov,2022 Q4,2023 Q1,Q4,2022,9002,2022-11-04,November,2023-03-04,March,Q1,2023,Transportation Services,PASS,11,261000,University–Rosedale,43.67,-79.4
2023 Mar,2022 Nov,2022 Q4,2023 Q1,Q4,2022,10680,2022-11-04,November,2023-03-03,March,Q1,2023,Municipal Licensing & Standards,FAIL,17,504000,Don Valley North,43.78,-79.35
2022 Nov,2022 Nov,2022 Q4,2022 Q4,Q4,2022,12195,2022-11-04,November,2022-11-15,November,Q4,2022,Solid Waste Management,FAIL,22,96000,Scarborough–Agincourt,43.8,-79.27
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,14964,2022-11-04,November,2023-01-22,January,Q1,2023,Transportation Services,PASS,6,240000,York Centre,43.75,-79.45
2022 Dec,2022 Nov,2022 Q4,2022 Q4,Q4,2022,7859,2022-11-05,November,2022-12-10,December,Q4,2022,Toronto Water,FAIL,13,336000,Toronto Centre,43.66,-79.37
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,10614,2022-11-05,November,2023-02-24,February,Q1,2023,Toronto Water,PASS,5,351000,York South–Weston,43.7,-79.49
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,3007,2022-11-06,November,2023-01-27,January,Q1,2023,Transportation Services,PASS,1,54000,Etobicoke North,43.733,-79.565
2022 Dec,2022 Nov,2022 Q4,2022 Q4,Q4,2022,13112,2022-11-06,November,2022-12-05,December,Q4,2022,Toronto Water,PASS,4,477000,Parkdale–High Park,43.65,-79.46
2023 Mar,2022 Nov,2022 Q4,2023 Q1,Q4,2022,159,2022-11-07,November,2023-03-28,March,Q1,2023,"Parks, Forestry & Recreation",FAIL,2,129000,Etobicoke Centre,43.67,-79.55
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,2446,2022-11-07,November,2023-01-15,January,Q1,2023,Municipal Licensing & Standards,PASS,9,270000,Davenport,43.67,-79.44
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,3312,2022-11-07,November,2023-01-17,January,Q1,2023,Solid Waste Management,FAIL,25,48000,Scarborough–Rouge Park,43.81,-79.13
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,12401,2022-11-07,November,2023-01-25,January,Q1,2023,Municipal Licensing & Standards,PASS,23,378000,Scarborough North,43.82,-79.24
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,1466,2022-11-08,November,2023-02-12,February,Q1,2023,Transportation Services,FAIL,3,693000,Etobicoke–Lakeshore,43.62,-79.51
2022 Dec,2022 Nov,2022 Q4,2022 Q4,Q4,2022,10312,2022-11-08,November,2022-12-03,December,Q4,2022,Solid Waste Management,PASS,5,528000,York South–Weston,43.7,-79.49
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,15351,2022-11-08,November,2023-02-09,February,Q1,2023,Solid Waste Management,PASS,14,252000,Toronto–Danforth,43.68,-79.34
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,4906,2022-11-10,November,2023-01-30,January,Q1,2023,Solid Waste Management,FAIL,4,882000,Parkdale–High Park,43.65,-79.46
2022 Dec,2022 Nov,2022 Q4,2022 Q4,Q4,2022,802,2022-11-11,November,2022-12-12,December,Q4,2022,Transportation Services,PASS,14,225000,Toronto–Danforth,43.68,-79.34
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,4430,2022-11-11,November,2023-02-24,February,Q1,2023,"Parks, Forestry & Recreation",PASS,9,294000,Davenport,43.67,-79.44
2022 Dec,2022 Nov,2022 Q4,2022 Q4,Q4,2022,9787,2022-11-11,November,2022-12-07,December,Q4,2022,Toronto Water,PASS,20,24000,Scarborough Southwest,43.71,-79.26
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,15195,2022-11-11,November,2023-02-02,February,Q1,2023,Transportation Services,PASS,19,75000,Beaches–East York,43.68,-79.3
2022 Dec,2022 Nov,2022 Q4,2022 Q4,Q4,2022,19894,2022-11-11,November,2022-12-10,December,Q4,2022,"Parks, Forestry & Recreation",PASS,13,228000,Toronto Centre,43.66,-79.37
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,1705,2022-11-12,November,2023-01-20,January,Q1,2023,"Parks, Forestry & Recreation",PASS,14,480000,Toronto–Danforth,43.68,-79.34
2022 Dec,2022 Nov,2022 Q4,2022 Q4,Q4,2022,2935,2022-11-12,November,2022-12-23,December,Q4,2022,Municipal Licensing & Standards,PASS,25,6000,Scarborough–Rouge Park,43.81,-79.13
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,6724,2022-11-12,November,2023-02-10,February,Q1,2023,Toronto Water,PASS,18,720000,Willowdale,43.77,-79.41
2022 Dec,2022 Nov,2022 Q4,2022 Q4,Q4,2022,11480,2022-11-14,November,2022-12-12,December,Q4,2022,Transportation Services,FAIL,10,72000,Spadina–Fort York,43.64,-79.39
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,2365,2022-11-15,November,2023-02-18,February,Q1,2023,Transportation Services,FAIL,11,42000,University–Rosedale,43.67,-79.4
2023 Mar,2022 Nov,2022 Q4,2023 Q1,Q4,2022,13375,2022-11-15,November,2023-03-08,March,Q1,2023,Municipal Licensing & Standards,FAIL,13,120000,Toronto Centre,43.66,-79.37
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,2015,2022-11-16,November,2023-02-27,February,Q1,2023,Municipal Licensing & Standards,PASS,7,99000,Humber River–Black Creek,43.74,-79.52
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,13382,2022-11-16,November,2023-01-14,January,Q1,2023,Solid Waste Management,FAIL,2,486000,Etobicoke Centre,43.67,-79.55
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,15546,2022-11-16,November,2023-02-09,February,Q1,2023,Toronto Water,FAIL,18,360000,Willowdale,43.77,-79.41
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,18636,2022-11-16,November,2023-01-30,January,Q1,2023,"Parks, Forestry & Recreation",PASS,23,27000,Scarborough North,43.82,-79.24
2022 Nov,2022 Nov,2022 Q4,2022 Q4,Q4,2022,5284,2022-11-17,November,2022-11-24,November,Q4,2022,Transportation Services,PASS,10,702000,Spadina–Fort York,43.64,-79.39
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,19058,2022-11-17,November,2023-01-24,January,Q1,2023,"Parks, Forestry & Recreation",PASS,4,486000,Parkdale–High Park,43.65,-79.46
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,4270,2022-11-19,November,2023-01-30,January,Q1,2023,"Parks, Forestry & Recreation",FAIL,21,285000,Scarborough Centre,43.76,-79.25
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,19637,2022-11-19,November,2023-02-26,February,Q1,2023,Transportation Services,PASS,18,828000,Willowdale,43.77,-79.41
2023 Mar,2022 Nov,2022 Q4,2023 Q1,Q4,2022,20087,2022-11-19,November,2023-03-14,March,Q1,2023,"Parks, Forestry & Recreation",FAIL,13,234000,Toronto Centre,43.66,-79.37
2023 Mar,2022 Nov,2022 Q4,2023 Q1,Q4,2022,10534,2022-11-20,November,2023-03-17,March,Q1,2023,Transportation Services,PASS,19,15000,Beaches–East York,43.68,-79.3
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,17804,2022-11-20,November,2023-02-24,February,Q1,2023,Toronto Water,PASS,2,516000,Etobicoke Centre,43.67,-79.55
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,11735,2022-11-21,November,2023-02-19,February,Q1,2023,"Parks, Forestry & Recreation",FAIL,10,243000,Spadina–Fort York,43.64,-79.39
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,19449,2022-11-21,November,2023-02-21,February,Q1,2023,Solid Waste Management,PASS,10,57000,Spadina–Fort York,43.64,-79.39
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,12055,2022-11-22,November,2023-01-28,January,Q1,2023,Municipal Licensing & Standards,PASS,7,252000,Humber River–Black Creek,43.74,-79.52
2022 Dec,2022 Nov,2022 Q4,2022 Q4,Q4,2022,4525,2022-11-23,November,2022-12-26,December,Q4,2022,Solid Waste Management,PASS,6,114000,York Centre,43.75,-79.45
2022 Dec,2022 Nov,2022 Q4,2022 Q4,Q4,2022,3845,2022-11-24,November,2022-12-04,December,Q4,2022,Toronto Water,PASS,3,105000,Etobicoke–Lakeshore,43.62,-79.51
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,14601,2022-11-24,November,2023-02-02,February,Q1,2023,"Parks, Forestry & Recreation",FAIL,4,210000,Parkdale–High Park,43.65,-79.46
2023 Mar,2022 Nov,2022 Q4,2023 Q1,Q4,2022,17637,2022-11-24,November,2023-03-10,March,Q1,2023,"Parks, Forestry & Recreation",FAIL,6,558000,York Centre,43.75,-79.45
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,1105,2022-11-25,November,2023-01-22,January,Q1,2023,Municipal Licensing & Standards,PASS,25,21000,Scarborough–Rouge Park,43.81,-79.13
2023 Mar,2022 Nov,2022 Q4,2023 Q1,Q4,2022,3035,2022-11-25,November,2023-03-15,March,Q1,2023,Solid Waste Management,PASS,16,492000,Don Valley East,43.75,-79.34
2023 Mar,2022 Nov,2022 Q4,2023 Q1,Q4,2022,4970,2022-11-25,November,2023-03-10,March,Q1,2023,Solid Waste Management,PASS,5,150000,York South–Weston,43.7,-79.49
2023 May,2022 Nov,2022 Q4,2023 Q2,Q4,2022,8574,2022-11-25,November,2023-05-03,May,Q2,2023,"Parks, Forestry & Recreation",PASS,18,729000,Willowdale,43.77,-79.41
2023 Apr,2022 Nov,2022 Q4,2023 Q2,Q4,2022,15981,2022-11-25,November,2023-04-19,April,Q2,2023,"Parks, Forestry & Recreation",FAIL,4,549000,Parkdale–High Park,43.65,-79.46
2022 Dec,2022 Nov,2022 Q4,2022 Q4,Q4,2022,583,2022-11-26,November,2022-12-25,December,Q4,2022,Toronto Water,PASS,13,462000,Toronto Centre,43.66,-79.37
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,15561,2022-11-26,November,2023-02-07,February,Q1,2023,Toronto Water,PASS,22,585000,Scarborough–Agincourt,43.8,-79.27
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,18097,2022-11-26,November,2023-01-19,January,Q1,2023,Solid Waste Management,PASS,20,222000,Scarborough Southwest,43.71,-79.26
2023 Mar,2022 Nov,2022 Q4,2023 Q1,Q4,2022,19018,2022-11-26,November,2023-03-21,March,Q1,2023,"Parks, Forestry & Recreation",FAIL,4,864000,Parkdale–High Park,43.65,-79.46
2022 Dec,2022 Nov,2022 Q4,2022 Q4,Q4,2022,3907,2022-11-27,November,2022-12-06,December,Q4,2022,Solid Waste Management,FAIL,3,120000,Etobicoke–Lakeshore,43.62,-79.51
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,19849,2022-11-27,November,2023-02-09,February,Q1,2023,Transportation Services,PASS,7,129000,Humber River–Black Creek,43.74,-79.52
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,3336,2022-11-28,November,2023-02-14,February,Q1,2023,"Parks, Forestry & Recreation",PASS,24,279000,Scarborough–Guildwood,43.74,-79.22
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,5702,2022-11-28,November,2023-01-24,January,Q1,2023,Toronto Water,FAIL,23,426000,Scarborough North,43.82,-79.24
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,9275,2022-11-28,November,2023-02-03,February,Q1,2023,Toronto Water,PASS,25,297000,Scarborough–Rouge Park,43.81,-79.13
2023 Feb,2022 Nov,2022 Q4,2023 Q1,Q4,2022,11970,2022-11-28,November,2023-02-04,February,Q1,2023,Toronto Water,FAIL,6,150000,York Centre,43.75,-79.45
2022 Dec,2022 Nov,2022 Q4,2022 Q4,Q4,2022,16932,2022-11-28,November,2022-12-23,December,Q4,2022,Toronto Water,PASS,10,90000,Spadina–Fort York,43.64,-79.39
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,4777,2022-11-29,November,2023-01-06,January,Q1,2023,Solid Waste Management,PASS,6,75000,York Centre,43.75,-79.45
2023 Apr,2022 Nov,2022 Q4,2023 Q2,Q4,2022,9873,2022-11-29,November,2023-04-14,April,Q2,2023,"Parks, Forestry & Recreation",FAIL,4,3000,Parkdale–High Park,43.65,-79.46
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,11219,2022-11-29,November,2023-01-31,January,Q1,2023,Transportation Services,FAIL,16,60000,Don Valley East,43.75,-79.34
2022 Dec,2022 Nov,2022 Q4,2022 Q4,Q4,2022,14147,2022-11-29,November,2022-12-16,December,Q4,2022,Municipal Licensing & Standards,PASS,10,171000,Spadina–Fort York,43.64,-79.39
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,8510,2022-11-30,November,2023-01-22,January,Q1,2023,Municipal Licensing & Standards,PASS,19,366000,Beaches–East York,43.68,-79.3
2023 Jan,2022 Nov,2022 Q4,2023 Q1,Q4,2022,15387,2022-11-30,November,2023-01-07,January,Q1,2023,Transportation Services,PASS,16,168000,Don Valley East,43.75,-79.34
2022 Dec,2022 Nov,2022 Q4,2022 Q4,Q4,2022,20198,2022-11-30,November,2022-12-13,December,Q4,2022,Transportation Services,FAIL,13,216000,Toronto Centre,43.66,-79.37
2023 Feb,2022 Dec,2022 Q4,2023 Q1,Q4,2022,80,2022-12-01,December,2023-02-20,February,Q1,2023,Solid Waste Management,PASS,3,270000,Etobicoke–Lakeshore,43.62,-79.51
2023 Jan,2022 Dec,2022 Q4,2023 Q1,Q4,2022,1802,2022-12-01,December,2023-01-07,January,Q1,2023,Transportation Services,FAIL,6,78000,York Centre,43.75,-79.45
2022 Dec,2022 Dec,2022 Q4,2022 Q4,Q4,2022,4607,2022-12-01,December,2022-12-12,December,Q4,2022,Municipal Licensing & Standards,PASS,19,546000,Beaches–East York,43.68,-79.3
2023 Apr,2022 Dec,2022 Q4,2023 Q2,Q4,2022,6477,2022-12-01,December,2023-04-06,April,Q2,2023,"Parks, Forestry & Recreation",FAIL,24,222000,Scarborough–Guildwood,43.74,-79.22
2022 Dec,2022 Dec,2022 Q4,2022 Q4,Q4,2022,7343,2022-12-01,December,2022-12-19,December,Q4,2022,Municipal Licensing & Standards,FAIL,24,468000,Scarborough–Guildwood,43.74,-79.22
2023 Mar,2022 Dec,2022 Q4,2023 Q1,Q4,2022,15889,2022-12-01,December,2023-03-23,March,Q1,2023,Transportation Services,PASS,22,228000,Scarborough–Agincourt,43.8,-79.27
2023 Jan,2022 Dec,2022 Q4,2023 Q1,Q4,2022,17421,2022-12-01,December,2023-01-11,January,Q1,2023,Solid Waste Management,PASS,19,255000,Beaches–East York,43.68,-79.3
2023 Mar,2022 Dec,2022 Q4,2023 Q1,Q4,2022,18695,2022-12-01,December,2023-03-19,March,Q1,2023,"Parks, Forestry & Recreation",FAIL,9,567000,Davenport,43.67,-79.44
2023 Feb,2022 Dec,2022 Q4,2023 Q1,Q4,2022,8632,2022-12-02,December,2023-02-14,February,Q1,2023,Toronto Water,FAIL,7,198000,Humber River–Black Creek,43.74,-79.52
2023 Feb,2022 Dec,2022 Q4,2023 Q1,Q4,2022,8956,2022-12-02,December,2023-02-05,February,Q1,2023,"Parks, Forestry & Recreation",PASS,7,213000,Humber River–Black Creek,43.74,-79.52
2023 Feb,2022 Dec,2022 Q4,2023 Q1,Q4,2022,6988,2022-12-03,December,2023-02-25,February,Q1,2023,Toronto Water,PASS,17,108000,Don Valley North,43.78,-79.35
2023 Mar,2022 Dec,2022 Q4,2023 Q1,Q4,2022,17520,2022-12-03,December,2023-03-18,March,Q1,2023,Solid Waste Management,PASS,4,792000,Parkdale–High Park,43.65,-79.46
2022 Dec,2022 Dec,2022 Q4,2022 Q4,Q4,2022,2759,2022-12-04,December,2022-12-15,December,Q4,2022,Transportation Services,PASS,24,267000,Scarborough–Guildwood,43.74,-79.22
2023 Mar,2022 Dec,2022 Q4,2023 Q1,Q4,2022,11957,2022-12-04,December,2023-03-12,March,Q1,2023,"Parks, Forestry & Recreation",FAIL,1,666000,Etobicoke North,43.733,-79.565
2022 Dec,2022 Dec,2022 Q4,2022 Q4,Q4,2022,19898,2022-12-04,December,2022-12-25,December,Q4,2022,Toronto Water,PASS,13,168000,Toronto Centre,43.66,-79.37
2023 Mar,2022 Dec,2022 Q4,2023 Q1,Q4,2022,19554,2022-12-05,December,2023-03-15,March,Q1,2023,Toronto Water,PASS,6,180000,York Centre,43.75,-79.45
